protID	geneID	protName	capUse_CN4	capUse_CN22	capUse_CN38	capUse_CN75	capUse_hGR	absUse_CN4	absUse_CN22	absUse_CN38	absUse_CN75	absUse_hGR	UB_CN4	UB_CN22	UB_CN38	UB_CN75	UB_hGR
Q04212	YMR041C	ARA2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q04396	YDR503C	LPP1	0	0	0	0	0	1.53e-08	1.3e-08	2.3e-08	2.58e-08	5.62e-08	Inf	Inf	Inf	Inf	Inf
Q04430	YDR531W	CAB1	0	0	0	0	0	0	0	0	0	0	1.01e-06	1.16e-06	7.24e-07	5.91e-07	3.49e-07
Q04458	YMR110C	HFD1	1	0	0	0	0	1.31e-06	0	0	0	0	1.31e-06	1.27e-06	6.93e-07	5.76e-07	3.65e-07
Q04533	YML082W	YML082W	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q04728	YMR062C	ARG7	0.117	0.117	0.139	0.141	0.498	3.5e-07	3.49e-07	2.14e-07	1.95e-07	7.56e-07	2.99e-06	3e-06	1.54e-06	1.38e-06	1.52e-06
Q04792	YMR250W	GAD1	0	0	0.433	0	0	0	0	6.27e-08	0	0	4.09e-07	Inf	1.45e-07	1.17e-07	Inf
Q04894	YMR318C	ADH6	0	0	0	0	0	0	0	0	0	0	9.52e-06	8.42e-06	2.66e-06	2.7e-06	5.84e-06
Q04935	YDR231C	COX20	0.133	0	0	0	0.0476	6.35e-07	0	0	0	1.24e-07	4.77e-06	4.12e-06	2.84e-06	2.34e-06	2.61e-06
Q04952	YMR306W	FKS3	0	0	0	0	0	5.63e-07	0	0	1.11e-06	3.19e-06	Inf	Inf	Inf	Inf	Inf
Q04958	YML059C	NTE1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q05016	YMR226C	YMR226C	0	0	0	0	0	0	0	0	0	0	5.6e-06	1.15e-05	9.66e-06	9.21e-06	3.89e-06
Q05506	YDR341C	YDR341C	0.0677	0.118	0.108	0.0987	0.315	3.11e-07	3.43e-07	2.06e-07	1.68e-07	7.41e-07	4.6e-06	2.9e-06	1.91e-06	1.7e-06	2.35e-06
Q05521	YDR284C	DPP1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q05533	YDR287W	INM2	0	0	0	0	0	3.76e-07	3.19e-07	5.48e-07	6.14e-07	1.34e-06	Inf	Inf	Inf	Inf	Inf
Q05567	YDR294C	DPL1	0	0	0	0	0	0	0	0	0	0	1.83e-06	1.54e-06	8.16e-07	5.75e-07	6.44e-07
Q05584	YDR272W	GLO2	0.0333	0.03	0.0123	0.0494	0.0648	3.86e-08	4.58e-08	1.24e-08	4.39e-08	4.33e-08	1.16e-06	1.53e-06	1.01e-06	8.87e-07	6.69e-07
Q05779	YLR201C	COQ9	0	0	0	0	0	0	0	0	0	0	1.73e-07	Inf	4.64e-08	8.28e-08	Inf
Q05788	YLR209C	PNP1	0	0	0	0	0	0	0	0	0	0	1.59e-06	1.69e-06	1.17e-06	1.07e-06	8.82e-07
Q05871	YLR284C	ECI1	0	0	0	0	0	0	0	0	0	0	5.2e-07	6.57e-07	Inf	Inf	Inf
Q05874	YLR285W	NNT1	0	0	0	0	0	0	0	0	0	0	3.39e-07	3.5e-07	1.99e-07	2.4e-07	2.35e-07
Q05902	YLR299W	ECM38	0	0	0	0	0	0	0	0	0	0	8.38e-08	2.15e-07	1.41e-07	Inf	Inf
Q05911	YLR359W	ADE13	0.0575	0.0768	0.0986	0.106	0.194	8.14e-07	8.45e-07	7.1e-07	6.73e-07	2.2e-06	1.42e-05	1.1e-05	7.2e-06	6.34e-06	1.13e-05
Q05979	YLR231C	BNA5	0	0	0	0	0	0	0	0	0	0	1.24e-06	1.41e-06	1.01e-06	8.76e-07	5.27e-07
Q06137	YLR345W	YLR345W	0	0	0	0	0	0	0	0	0	0	4.52e-07	Inf	Inf	2.2e-07	Inf
Q06147	YLR260W	LCB5	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06178	YLR328W	NMA1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06204	YLR446W	YLR446W	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06321	YLR189C	ATG26	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06346	YDR367W	KEI1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06389	YDR373W	FRQ1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06405	YDR377W	ATP17	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
Q06408	YDR380W	ARO10	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06489	YPR118W	MRI1	0	0	0	0	0	0	0	0	0	0	1.6e-06	1.66e-06	8.7e-07	8.1e-07	8.24e-07
Q06490	YPR121W	THI22	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06510	YPR140W	TAZ1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06549	YLR245C	CDD1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06625	YPR184W	GDB1	0	0	0	0	0	0	0	0	0	0	3.91e-07	4.44e-07	2.5e-07	1.79e-07	Inf
Q06636	YDR302W	GPI11	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06667	YDR315C	IPK1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06685	YLR410W	VIP1	0	0	2.31e-05	0	1.87e-05	0	0	9.64e-12	0	8.6e-12	6.4e-07	5.9e-07	4.18e-07	3.31e-07	4.6e-07
Q06702	YLR307W	CDA1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06703	YLR308W	CDA2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q06708	YLR386W	VAC14	0	0	0	0	0	0	0	0	0	0	1.35e-08	1.89e-08	1.89e-08	1.48e-08	8.42e-09
Q06817	YPR081C	GRS2	0	0	0	0	0	6.33e-07	6.97e-07	4.18e-07	3.42e-07	1.51e-06	Inf	Inf	Inf	Inf	Inf
Q06892	YPL188W	POS5	0	0	0	0	0	0	0	0	0	0	7.99e-07	7.68e-07	4.32e-07	3.48e-07	3.6e-07
Q07471	YDL080C	THI3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q07500	YDL085W	NDE2	0	0	0	0	0	0	0	0	0	0	1.03e-06	4.59e-07	1.13e-07	Inf	Inf
Q07560	YDL142C	CRD1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q07729	YDL238C	GUD1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q07786	YDL246C	SOR2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q07804	YLL012W	YEH1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	1.88e-08	Inf	Inf
Q07830	YLL031C	GPI13	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q07923	YLR011W	LOT6	0	0	0	0	0	0	0	0	0	0	3.34e-07	3.29e-07	1.57e-07	1.47e-07	Inf
Q07938	YLR017W	MEU1	0	0	0	0	0	0	0	0	0	0	2.16e-06	2.61e-06	1.42e-06	1.31e-06	1.96e-06
Q07950	YLR020C	YEH2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q07993	YLR070C	XYL2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08108	YOL011W	PLB3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08220	YOL049W	GSH2	0	0	0	0	0	0	0	0	0	0	1.25e-06	1.3e-06	7.72e-07	6.56e-07	8.53e-07
Q08224	YOL055C	THI20	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08227	YOL065C	INP54	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08438	YOR054C	VHS3	0	0	0	0	0	0	0	0	0	0	Inf	4.68e-08	2.85e-08	Inf	2.13e-08
Q08548	YOR175C	ALE1	0	0	0	0	0	4.04e-08	3.46e-08	6.41e-08	7.24e-08	1.57e-07	Inf	Inf	Inf	Inf	Inf
Q08558	YOR180C	DCI1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08645	YOR241W	MET7	0	0	0	0	0	0	0	0	0	0	1.28e-06	1.46e-06	8.62e-07	6.96e-07	9.29e-07
Q08650	YOR245C	DGA1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08911	YOR388C	FDH1	0	0	0	0	0	5.91e-05	4.45e-05	2.03e-05	0	2.52e-05	Inf	Inf	Inf	Inf	Inf
Q08959	YPL206C	PGC1	0	0	0	0	0	0	0	0	0	0	2.69e-07	1.1e-06	8.59e-07	7.54e-07	Inf
Q08975	YPL258C	THI21	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q08985	YPL273W	SAM4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q10740	YNL045W	LAP2	0	0	0	0	0	0	0	0	0	0	7.32e-07	7.34e-07	4.42e-07	3.72e-07	4.18e-07
Q12031	YPR006C	ICL2	0	0	0	0	0	0	0	0	0	0	4.85e-06	3.3e-06	2.63e-07	Inf	8.15e-07
Q12036	YPL148C	PPT2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12043	YOR081C	TGL5	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12051	YPL069C	BTS1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12055	YDL166C	FAP7	0.00102	0.00121	0.00213	0.00187	0.00559	1.28e-10	1.28e-10	1.28e-10	1.28e-10	3.7e-10	1.25e-07	1.05e-07	6e-08	6.85e-08	6.62e-08
Q12068	YOL151W	GRE2	0	0	0	0	0	0	0	0	0	0	2.1e-06	3.4e-06	1.81e-06	1.43e-06	2.81e-07
Q12074	YPR069C	SPE3	0	0	0	0	0	0	0	0	0	0	1.2e-05	2.38e-05	1.2e-05	1.18e-05	8.17e-06
Q12084	YDR020C	DAS2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12109	YOL097C	WRS1	0.5	0.626	0.516	0.498	0.99	7.05e-07	7.75e-07	4.65e-07	3.81e-07	1.68e-06	1.41e-06	1.24e-06	9.01e-07	7.65e-07	1.69e-06
Q12122	YDL131W	LYS21	0.99	0.99	0.99	0.99	0.99	1.61e-05	1.77e-05	1.06e-05	8.69e-06	3.83e-05	1.63e-05	1.79e-05	1.07e-05	8.78e-06	3.86e-05
Q12154	YDL100C	GET3	0	0	0	0	0	0	0	0	0	0	8.05e-06	5.66e-06	3.94e-06	3.61e-06	3.36e-06
Q12165	YDL004W	ATP16	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
Q12166	YOR108W	LEU9	0.234	0.365	0	0	0	2.01e-07	2.66e-07	0	4.03e-07	0	8.59e-07	7.29e-07	Inf	Inf	5.32e-07
Q12178	YPR062W	FCY1	0	0	0	0	0	0	0	0	0	0	2.06e-06	1.78e-06	8.26e-07	8e-07	2e-06
Q12184	YPL252C	YAH1	0	6.64e-06	8.69e-06	0	0	0	1.08e-12	1.08e-12	0	0	1.96e-07	1.63e-07	1.25e-07	1.07e-07	2.53e-07
Q12189	YOR095C	RKI1	1	1	1	1	1	2.4e-06	3.33e-06	3.76e-06	3.4e-06	1.53e-05	2.4e-06	3.33e-06	3.76e-06	3.4e-06	1.53e-05
Q12198	YLL058W	YLL058W	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12211	YPL212C	PUS1	0	0	0	0	0	0	0	0	0	0	6.11e-07	5.85e-07	3.65e-07	2.97e-07	4.82e-07
Q12233	YPR020W	ATP20	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
Q12246	YOR171C	LCB4	0	0	0	0	0	0	0	0	0	0	1.29e-07	1.19e-07	Inf	8.89e-08	Inf
Q12265	YOL061W	PRS5	0.665	0.995	0.342	1	0.381	1.78e-06	2.46e-06	6.09e-07	1.4e-06	6.83e-07	2.67e-06	2.47e-06	1.78e-06	1.4e-06	1.79e-06
Q12271	YOR109W	INP53	0	0	0	0	0	0	0	0	0	0	2.92e-07	2.15e-07	1.31e-07	1.19e-07	1.56e-07
Q12283	YOR221C	MCT1	0	0	0	0	0	0	0	0	0	0	Inf	2.08e-07	1.18e-07	8.53e-08	9.28e-08
Q12320	YOR040W	GLO4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12349	YLR295C	ATP14	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
Q12358	YLL057C	JLP1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12362	YOL066C	RIB2	0.99	0.99	0.99	0.99	0.99	2.78e-07	2.78e-07	2.78e-07	2.78e-07	8.05e-07	2.81e-07	2.81e-07	2.81e-07	2.81e-07	8.14e-07
Q12382	YOR311C	DGK1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12428	YPR002W	PDH1	0	0	0	0	0	0	0	0	0	0	9.3e-06	4.88e-06	3.41e-07	4.62e-07	2.85e-06
Q12447	YDR071C	PAA1	0	0	0	0	0	0	0	0	0	0	1.38e-05	1.26e-05	7.29e-06	6.82e-06	6.97e-06
Q12452	YLR100W	ERG27	0.99	0.99	0.99	0.99	0.99	2.13e-06	1.81e-06	3.22e-06	3.61e-06	7.85e-06	2.15e-06	1.82e-06	3.25e-06	3.64e-06	7.93e-06
Q12455	YLR146C	SPE4	0	0	0	0	0	0	0	0	0	0	4.7e-08	3.43e-08	Inf	Inf	6.14e-08
Q12458	YDR368W	YPR1	0	0	0	0	0	0	0	0	0	0	3.37e-06	3.57e-06	2.74e-06	2.52e-06	1.38e-06
Q12471	YOL136C	PFK27	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12494	YDR017C	KCS1	0	0	1	0	1	0	0	1.22e-08	0	5.44e-09	1.13e-08	1.5e-08	1.22e-08	1.16e-08	5.44e-09
Q12525	YLL062C	MHT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q12676	YMR113W	FOL3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	1.37e-07	1.15e-07	Inf
Q12680	YDL171C	GLT1	0	0	0	0.2	0	0	0	0	2.85e-07	0	6.79e-07	3.39e-06	2.05e-06	1.43e-06	8.31e-07
Q3E731	YLL018C-A	COX19	0.133	0	0	0	0.0476	6.35e-07	0	0	0	1.24e-07	4.77e-06	4.12e-06	2.84e-06	2.34e-06	2.61e-06
Q3E790	YBR058C-A	TSC3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
Q99190	YDL015C	TSC13	0	0	0	0	0	0	0	0	0	0	1.76e-06	3.66e-06	2.24e-06	1.97e-06	1.47e-06
Q99258	YDR487C	RIB3	0.00103	0.00122	0.00234	0.00281	0.00476	7.86e-09	7.86e-09	7.86e-09	7.86e-09	2.28e-08	7.66e-06	6.46e-06	3.35e-06	2.8e-06	4.78e-06
Q99312	YOR155C	ISN1	0	0	0	0	0	0	0	0	0	0	8.97e-07	8.27e-07	5.17e-07	4.13e-07	5.35e-07
Q99321	YOR163W	DDP1	0	0	0.0153	0	0	0	0	9.16e-10	0	2.04e-10	8.95e-08	1.29e-07	5.98e-08	6.84e-08	Inf
P14126	YOR063W	RPL3	0.165	0.233	0.214	0.193	0.39	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.38e-05	5.74e-05	3.75e-05	3.41e-05	7.42e-05
P26783	YJR123W	RPS5	0.318	0.391	0.412	0.348	0.728	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.83e-05	3.43e-05	1.95e-05	1.89e-05	3.97e-05
P05755	YBR189W	RPS9B	0.294	0.358	0.316	0.307	0.634	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.13e-05	3.74e-05	2.55e-05	2.14e-05	4.57e-05
P26786	YOR096W	RPS7A	0.318	0.38	0.388	0.343	0.781	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.83e-05	3.52e-05	2.07e-05	1.92e-05	3.71e-05
P05317	YLR340W	RPP0	0.274	0.304	0.277	0.269	0.65	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.45e-05	4.41e-05	2.9e-05	2.44e-05	4.45e-05
P04147	YER165W	PAB1	0.797	0.921	0.898	0.766	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	1.53e-05	1.45e-05	8.95e-06	8.58e-06	2.92e-05
P05750	YNL178W	RPS3	0.511	0.642	0.601	0.547	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.38e-05	2.09e-05	1.34e-05	1.2e-05	2.92e-05
P25443	YGL123W	RPS2	0.341	0.403	0.389	0.375	0.768	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.57e-05	3.32e-05	2.06e-05	1.75e-05	3.77e-05
P48589	YOR369C	RPS12	0.208	0.249	0.231	0.244	0.545	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.84e-05	5.37e-05	3.48e-05	2.69e-05	5.31e-05
Q3E7X9	YOR167C	RPS28A	0.211	0.245	0.215	0.221	0.529	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.77e-05	5.46e-05	3.74e-05	2.97e-05	5.47e-05
P41805	YLR075W	RPL10	0.246	0.279	0.309	0.27	0.57	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.95e-05	4.8e-05	2.6e-05	2.43e-05	5.08e-05
P51401	YNL067W	RPL9B	0.283	0.336	0.273	0.336	0.817	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.31e-05	3.98e-05	2.95e-05	1.95e-05	3.54e-05
P26785	YNL069C	RPL16B	0.468	0.672	0.656	0.6	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.6e-05	1.99e-05	1.22e-05	1.1e-05	2.92e-05
Q02753	YBR191W	RPL21A	0.167	0.214	0.19	0.196	0.446	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.28e-05	6.26e-05	4.23e-05	3.36e-05	6.48e-05
P04449	YGL031C	RPL24A	0.157	0.222	0.241	0.199	0.451	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.73e-05	6.04e-05	3.34e-05	3.3e-05	6.43e-05
P38061	YBL092W	RPL32	0.204	0.253	0.223	0.234	0.528	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.96e-05	5.29e-05	3.61e-05	2.81e-05	5.49e-05
P05748	YLR029C	RPL15A	0.25	0.308	0.298	0.276	0.664	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.87e-05	4.34e-05	2.7e-05	2.38e-05	4.36e-05
P05756	YDR064W	RPS13	0.485	0.591	0.56	0.534	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.51e-05	2.27e-05	1.44e-05	1.23e-05	2.92e-05
P41056	YOR234C	RPL33B	0.277	0.324	0.344	0.324	0.822	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.4e-05	4.13e-05	2.33e-05	2.03e-05	3.52e-05
P41057	YLR388W	RPS29A	0.407	0.489	0.467	0.488	0.787	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.99e-05	2.74e-05	1.72e-05	1.35e-05	3.68e-05
P05739	YLR448W	RPL6B	0.437	0.559	0.55	0.512	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.78e-05	2.39e-05	1.46e-05	1.28e-05	2.92e-05
P87262	YER056C-A	RPL34A	0.323	0.425	0.348	0.371	0.805	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.76e-05	3.15e-05	2.31e-05	1.77e-05	3.6e-05
P38754	YHL001W	RPL14B	0.157	0.162	0.188	0.141	0.567	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.78e-05	8.25e-05	4.28e-05	4.65e-05	5.1e-05
P14120	YGL030W	RPL30	0.321	0.414	0.435	0.42	0.788	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.79e-05	3.23e-05	1.85e-05	1.57e-05	3.67e-05
P49167	YLR325C	RPL38	0.211	0.276	0.26	0.251	0.515	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.77e-05	4.85e-05	3.09e-05	2.61e-05	5.62e-05
P41058	YDL061C	RPS29B	0.487	0.562	0.502	0.439	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.5e-05	2.38e-05	1.6e-05	1.5e-05	2.92e-05
P46784	YMR230W	RPS10B	0.158	0.187	0.158	0.171	0.334	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.71e-05	7.18e-05	5.09e-05	3.84e-05	8.66e-05
P38701	YHL015W	RPS20	0.269	0.31	0.332	0.286	0.621	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.53e-05	4.32e-05	2.42e-05	2.3e-05	4.66e-05
P40212	YMR142C	RPL13B	0.216	0.26	0.281	0.242	0.506	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.63e-05	5.15e-05	2.86e-05	2.72e-05	5.72e-05
P02406	YGL103W	RPL28	0.284	0.324	0.333	0.344	0.733	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.29e-05	4.14e-05	2.41e-05	1.91e-05	3.95e-05
P04456	YOL127W	RPL25	0.204	0.212	0.233	0.211	0.431	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.96e-05	6.31e-05	3.45e-05	3.12e-05	6.71e-05
P26321	YPL131W	RPL5	0.436	0.529	0.487	0.48	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.79e-05	2.53e-05	1.65e-05	1.37e-05	2.92e-05
P49166	YLR185W	RPL37A	0.545	0.672	0.646	0.625	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.23e-05	1.99e-05	1.24e-05	1.05e-05	2.92e-05
P05740	YKL180W	RPL17A	0.157	0.216	0.196	0.217	0.388	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.77e-05	6.2e-05	4.1e-05	3.02e-05	7.47e-05
P53221	YGR034W	RPL26B	0.171	0.208	0.203	0.21	0.455	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	7.13e-05	6.44e-05	3.95e-05	3.12e-05	6.36e-05
P0C2H8	YDL075W	RPL31A	0.431	0.531	0.577	0.514	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.82e-05	2.52e-05	1.39e-05	1.28e-05	2.92e-05
P04650	YJL189W	RPL39	0.257	0.316	0.281	0.282	0.529	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.74e-05	4.23e-05	2.86e-05	2.33e-05	5.48e-05
O14455	YPL249C-A	RPL36B	0.288	0.339	0.341	0.336	0.642	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.23e-05	3.95e-05	2.35e-05	1.96e-05	4.51e-05
P39938	YGL189C	RPS26A	0.58	0.758	0.768	0.629	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.1e-05	1.77e-05	1.05e-05	1.05e-05	2.92e-05
P38011	YMR116C	ASC1	0.235	0.312	0.301	0.264	0.541	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	5.18e-05	4.29e-05	2.67e-05	2.49e-05	5.35e-05
P16521	YLR249W	YEF3	0.495	0.502	0.388	0.349	0.641	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.46e-05	2.67e-05	2.07e-05	1.88e-05	4.51e-05
P05749	YLR061W	RPL22A	0.4	0.512	0.511	0.433	0.857	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.04e-05	2.61e-05	1.57e-05	1.52e-05	3.38e-05
P23248	YML063W	RPS1B	0.307	0.365	0.389	0.348	0.666	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.97e-05	3.67e-05	2.06e-05	1.89e-05	4.35e-05
P07281	YNL302C	RPS19B	0.289	0.334	0.337	0.33	0.652	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.21e-05	4.01e-05	2.38e-05	1.99e-05	4.44e-05
Q01855	YOL040C	RPS15	0.307	0.385	0.393	0.347	0.667	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	3.96e-05	3.47e-05	2.05e-05	1.9e-05	4.34e-05
P05759	YLR167W	RPS31	0.491	0.573	0.432	0.497	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	2.48e-05	2.34e-05	1.86e-05	1.32e-05	2.92e-05
P46654	YLR048W	RPS0B	0.72	0.692	0.815	0.662	0.99	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	1.69e-05	1.93e-05	9.86e-06	9.92e-06	2.92e-05
P17076	YHL033C	RPL8A	0.261	0.343	0.289	0.273	0.598	1.22e-05	1.34e-05	8.03e-06	6.57e-06	2.89e-05	4.66e-05	3.91e-05	2.78e-05	2.41e-05	4.84e-05
